"Record ID","Catalog Number","Match Taxon Concept GUID","Scientific Name","Vernacular Name","Matched Scientific Name","Taxon Rank - matched","Vernacular Name - matched","Kingdom - matched","Phylum - matched","Class - matched","Order - matched","Family - matched","Genus - matched","Species - matched","Subspecies - matched","Institution Code","Collection Code","locality","Latitude - original","Longitude - original","geodetic Datum","Latitude - processed","Longitude - processed","Coordinate Uncertainty in Metres - parsed","Country - parsed","IBRA 7 Regions","IMCRA 4 Regions","State - parsed","Local Government Areas","Minimum Elevation In Metres","Maximum Elevation In Metres","Minimum Depth In Meters","Maximum Depth In Meters","Collector","Year - parsed","Month - parsed","Event Date - parsed","Basis Of Record - original","Basis Of Record - processed","Sex","Outlier for layer","Taxon identification issue","Location Quality","Data Resource ID","Data Resource Name","record _ number"
"28acced8-5dda-494e-a8df-456590e3c6ad","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Upstart Bay","-19.7218","147.6023","","-19.7218","147.6023","1000.0","Australia","","","Queensland","","","","","","","2000","02","2000-02-13","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"b57ec477-5028-423c-a929-956cd03a048b","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Coral Sea Point, Coral Sea Resort","-20.2634","148.7151","","-20.2634","148.7151","300.0","Australia","","","Queensland","","","","","","","2002","02","2002-02-22","","","","","noIssue","false","dr1132","WildNet - Queensland Wildlife Data",""
"cbae95c9-b394-4622-a53c-2d3a2bad53b0","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Abel Point Marina, inner wall marina","-20.2727","148.6995","","-20.2727","148.6995","500.0","Australia","","","Queensland","","","","","","","2002","02","2002-02-21","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"f2fc32ca-4ceb-4496-95c1-fc5963ca3c98","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Chain Bank (MBMP, CZ)","-27.4056833333","153.3366833333","","-27.4056833333","153.3366833333","1100.0","Australia","","","Queensland","","","","","","","2007","02","2007-02-11","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"0c61362a-6a44-46da-a911-d96a3ddf2637","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Entrance to Manly Boat Harbour","-27.4515","153.1919","","-27.4515","153.1919","100.0","Australia","","","Queensland","","","","","","","2009","02","2009-02-14","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"b6eca681-8d85-4740-9c30-3e86eff6feee","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","North of Cucumber Point, Peel Is. (MBMP,PZ)","-27.4783333333","153.3583333333","","-27.4783333333","153.3583333333","50.0","Australia","","","Queensland","","","","","","","2003","02","2003-02-19","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"a37052fd-23e5-4eba-ae32-e013c2c87893","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","NE Peel Is (MBMP,PZ)","-27.47","153.35","","-27.47","153.35","50.0","Australia","","","Queensland","","","","","","","2003","02","2003-02-19","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"fb61800a-376d-47a2-9299-e45e220bc728","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Browns Bay - west Russell Island (MBMP,HZ)","-27.6755","153.3633166666","","-27.6755","153.3633166666","50.0","Australia","","","Queensland","","","","","","","2005","02","2005-02-22","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"35aeb0d3-2fd3-43f4-9ad7-7c98bcca77a7","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Karragarra W Main channel towards yellow beacon (MBMP,HZ)","-27.6372833333","153.3577166666","","-27.6372833333","153.3577166666","50.0","Australia","","","Queensland","","","","","","","2005","02","2005-02-05","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"e4c0aff4-152b-4163-ab66-4e1c231ad395","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Little Boats Passage - near Chain Banks sth of Rous Channel (MBMP,CZ)","-27.4356","153.3262333333","","-27.4356","153.3262333333","100.0","Australia","","","Queensland","","","","","","","2005","02","2005-02-18","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"b65258fc-48b9-40d5-b907-868575b53936","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Maroom Hole - Fishermans Gutter (MBMP,CZ)","-27.4166666666","153.3733333333","","-27.4166666666","153.3733333333","50.0","Australia","","","Queensland","","","","","","","2005","02","2005-02-05","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"522df0a9-5f4e-4b20-abb6-93aca65d5edb","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Garden Is Channel (SW Macleay Is) (MBMP,HZ)","-27.62515","153.3583333333","","-27.62515","153.3583333333","50.0","Australia","","","Queensland","","","","","","","2005","02","2005-02-18","","","","","noIssue","false","dr1132","WildNet - Queensland Wildlife Data",""
"f6db685c-a2cf-4662-810d-d67a96aeb749","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Queensland Parks and Wildlife Service","","Amith Banks - Small Boats Passage Nth Stradbroke Is (MBMP,CZ)","-27.425","153.325","","-27.425","153.325","10.0","Australia","","","Queensland","","","","","","","2005","02","2005-02-20","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"506ba8c3-419a-4b79-873d-abb3f8535d4f","","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","Department of Environment and Heritage Protection","","Picnic Bay, Magnetic Island (water)","-19.1816666633","146.8427777766","","-19.1816666633","146.8427777766","900.0","Australia","","","Queensland","","","","","","","1972","02","1972-02-29","","","","","noIssue","true","dr1132","WildNet - Queensland Wildlife Data",""
"ce99f85a-e74c-42d8-9346-ded4d7a0cb99","1268366","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","","","","-15.7573333104451","136.917499987284","","-15.7573333104451","136.917499987284","","Australia","","Northern Shelf Province","Northern Territory","","","","","","Chatto, Ray E","1996","02","1996-02-09","","HumanObservation","","","noIssue","true","dr361","Fauna Atlas N.T.",""
"a2ce7fbb-0a7f-4a39-829c-b9a2de2bbfd1","1268373","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","","","","-15.6083333492279","136.341666668653","","-15.6083333492279","136.341666668653","","Australia","","Northern Shelf Province","Northern Territory","","","","","","Chatto, Ray E","2002","02","2002-02-05","","HumanObservation","","","noIssue","true","dr361","Fauna Atlas N.T.",""
"239f6f5b-3fe1-4c74-92a5-1c570dc90a25","1268628","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","","","","-14.2170000076294","136.946666653951","","-14.2170000076294","136.946666653951","","Australia","Arnhem Coast","","Northern Territory","East Arnhem (S)","","","","","Chatto, Ray E","1996","02","1996-02-02","","HumanObservation","","","noIssue","false","dr361","Fauna Atlas N.T.",""
"d3a5a0dc-2372-465f-a4f5-0206c9bd7bb6","185074","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","","","","-15.7573333104451","136.917499987284","","-15.7573333104451","136.917499987284","","Australia","","Northern Shelf Province","Northern Territory","","","","","","Chatto, Ray E","1996","02","1996-02-09","","HumanObservation","","","noIssue","true","dr361","Fauna Atlas N.T.",""
"56cdfe7c-7b57-45c9-b772-463fdb940fe7","185088","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","","","","-15.6083333492279","136.341666668653","","-15.6083333492279","136.341666668653","","Australia","","Northern Shelf Province","Northern Territory","","","","","","Chatto, Ray E","2002","02","2002-02-05","","HumanObservation","","","noIssue","true","dr361","Fauna Atlas N.T.",""
"28295970-5fa9-4402-a8d3-7f6087feccd2","185387","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","","","","-14.2170000076294","136.946666653951","","-14.2170000076294","136.946666653951","","Australia","Arnhem Coast","","Northern Territory","East Arnhem (S)","","","","","Chatto, Ray E","1996","02","1996-02-02","","HumanObservation","","","noIssue","false","dr361","Fauna Atlas N.T.",""
"55e313a6-0f62-41cc-bba0-6902fffda99d","61666","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","","","","-15.90055204","136.83217661","","-15.90055204","136.83217661","1000.0","Australia","","Northern Shelf Province","Northern Territory","","","","","","Angel, Geoff K","1987","02","1987-02-27","","HumanObservation","","","noIssue","true","dr361","Fauna Atlas N.T.",""
"634c8cca-4d12-43c0-918f-36e5a172f0f0","29538-HO","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.076200464","151.167825853","GDA94","-34.076200463","151.167825853","1000.0","Australia","Sydney Basin","","New South Wales","Sutherland Shire (A)","0.0","0.0","","","ANON","1959","02","1959-02-12","HumanObservation","HumanObservation","","","noIssue","false","dr368","OEH Atlas of NSW Wildlife",""
"ae4f549a-e6f1-4c51-a073-1c0dd76703aa","SDXB03020600","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-33.505074644","151.343161416","GDA94","-33.505074643","151.343161416","100.0","Australia","Sydney Basin","","New South Wales","","","","","","ODXB03020600","2003","02","2003-02-03","HumanObservation","HumanObservation","","","noIssue","false","dr368","OEH Atlas of NSW Wildlife",""
"64cfd068-b8ba-4b98-a27d-9f7f0368580d","SMXT01030600","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-33.983927846","151.214853185","GDA94","-33.983927845","151.214853185","1000.0","Australia","","Central Eastern Shelf Province","New South Wales","","0.0","0.0","","","OGRJ01031200","1993","02","1993-02-15","HumanObservation","HumanObservation","","","noIssue","true","dr368","OEH Atlas of NSW Wildlife",""
"b4b50e5d-fb75-4f26-866e-c96021a346d7","M11621","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","","Sirenia","Dugongidae","Dugong","Dugong dugon","","ANWC","Mammals","MAINLAND OPPOSITE CENTRE ISLAND, SIR EDWARD PELLEW GROUP","-15.8","136.6667","","-15.8","136.6667","2000.0","Australia","Gulf Coastal","","Northern Territory","Roper Gulf (S)","","","","","","1967","02","1967-02-25","PreservedSpecimen","PreservedSpecimen","not recorded","","noIssue","false","dr341","Australian National Wildlife Collection provider for OZCAM",""
"df9ea751-d172-431e-9aca-df6f2bb3b264","M11622","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","","Sirenia","Dugongidae","Dugong","Dugong dugon","","ANWC","Mammals","MAINLAND OPPOSITE CENTRE ISLAND, SIR EDWARD PELLEW GROUP","-15.8","136.6667","","-15.8","136.6667","2000.0","Australia","Gulf Coastal","","Northern Territory","Roper Gulf (S)","","","","","","1967","02","1967-02-25","PreservedSpecimen","PreservedSpecimen","not recorded","","noIssue","false","dr341","Australian National Wildlife Collection provider for OZCAM",""
"3c8cbfe3-d695-4723-96de-2cc8f2177b01","M11623","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","","Sirenia","Dugongidae","Dugong","Dugong dugon","","ANWC","Mammals","MAINLAND OPPOSITE CENTRE ISLAND, SIR EDWARD PELLEW GROUP","-15.8","136.6667","","-15.8","136.6667","2000.0","Australia","Gulf Coastal","","Northern Territory","Roper Gulf (S)","","","","","","1967","02","1967-02-25","PreservedSpecimen","PreservedSpecimen","not recorded","","noIssue","false","dr341","Australian National Wildlife Collection provider for OZCAM",""
"8862401e-257d-40cb-8bea-eaa93e1165d2","M11625","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","","Sirenia","Dugongidae","Dugong","Dugong dugon","","ANWC","Mammals","MAINLAND OPPOSITE CENTRE ISLAND, SIR EDWARD PELLEW GROUP","-15.8","136.6667","","-15.8","136.6667","2000.0","Australia","Gulf Coastal","","Northern Territory","Roper Gulf (S)","","","","","","1967","02","1967-02-25","PreservedSpecimen","PreservedSpecimen","not recorded","","noIssue","false","dr341","Australian National Wildlife Collection provider for OZCAM",""
"51f1a808-1915-4916-97cd-aeb568a782f3","JM4516","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Pallarenda, Townsville","-19.2","146.766667","","-19.2","146.766667","","Australia","Brigalow Belt North","","Queensland","Townsville (C)","","","","","","1972","02","1972-02-14","Preserved specimen","PreservedSpecimen","","","noIssue","false","dr344","Queensland Museum provider for OZCAM",""
"0ea4ba83-c8ad-4d4d-88a2-0caaffebb9c3","JM4518","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Picnic Bay, Magnetic Is","-19.183333","146.833333","","-19.183333","146.833333","","Australia","","Northeast Shelf Province","Queensland","","","","","","","1972","02","1972-02-27","Preserved specimen","PreservedSpecimen","","","noIssue","true","dr344","Queensland Museum provider for OZCAM",""
"0e4989c1-eacf-49fc-a03d-f9951904e5e4","JM4517","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Picnic Bay, Magnetic Is","-19.183333","146.833333","","-19.183333","146.833333","","Australia","","Northeast Shelf Province","Queensland","","","","","","","1972","02","1972-02-23","Preserved specimen","PreservedSpecimen","","","noIssue","true","dr344","Queensland Museum provider for OZCAM",""
"2d5a9175-414e-42d9-a06f-2b13d147c511","JM4515","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Nelly Bay, Magnetic Is","-19.166667","146.85","","-19.166667","146.85","","Australia","","Northeast Shelf Province","Queensland","","","","","","","1972","02","1972-02-14","Preserved specimen","PreservedSpecimen","","","noIssue","true","dr344","Queensland Museum provider for OZCAM",""
"e1336a34-0618-444d-8e8d-ce0dd03f9084","JM4519","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Picnic Bay, Magnetic Is","-19.183333","146.833333","","-19.183333","146.833333","","Australia","","Northeast Shelf Province","Queensland","","","","","","","1972","02","1972-02-27","Preserved specimen","PreservedSpecimen","","","noIssue","true","dr344","Queensland Museum provider for OZCAM",""
"6077f592-1263-482a-8bf3-e11de2da2463","JM4521","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Alma Bay, Magnetic Is","-19.15","146.866667","","-19.15","146.866667","","Australia","Brigalow Belt North","","Queensland","Townsville (C)","","","","","","1972","02","1972-02-29","Preserved specimen","PreservedSpecimen","","","noIssue","false","dr344","Queensland Museum provider for OZCAM",""
"53260b91-ee0c-4d34-bd88-5a3cbf62ed63","JM4522","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Nelly Bay, Magnetic Is","-19.166667","146.85","","-19.166667","146.85","","Australia","","Northeast Shelf Province","Queensland","","","","","","","1972","02","1972-02-29","Preserved specimen","PreservedSpecimen","","","noIssue","true","dr344","Queensland Museum provider for OZCAM",""
"29307283-5f61-4b6a-97f9-672f70e738e9","JM4520","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Nelly Bay, Magnetic Is","-19.166667","146.85","","-19.166667","146.85","","Australia","","Northeast Shelf Province","Queensland","","","","","","","1972","02","1972-02-27","Preserved specimen","PreservedSpecimen","","","noIssue","true","dr344","Queensland Museum provider for OZCAM",""
"060e5629-3157-4d45-80d7-1f79de22f086","JM4551","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","West Pt, Magnetic Is","-19.133333","146.783333","","-19.133333","146.783333","","Australia","Brigalow Belt North","","Queensland","Townsville (C)","","","","","","1975","02","1975-02-23","Preserved specimen","PreservedSpecimen","","","noIssue","false","dr344","Queensland Museum provider for OZCAM",""
"41973365-948d-4add-95a1-ccd495f2e1c7","JM4552","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","West Pt, Magnetic Is","-19.133333","146.783333","","-19.133333","146.783333","","Australia","Brigalow Belt North","","Queensland","Townsville (C)","","","","","","1975","02","1975-02-23","Preserved specimen","PreservedSpecimen","","","noIssue","false","dr344","Queensland Museum provider for OZCAM",""
"67789594-503b-4a00-8ac0-c66ac85af1ef","JM4558","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Missionary Bay, Hinchinbrook Is","-18.25","146.2","","-18.25","146.2","","Australia","","Northeast Shelf Province","Queensland","","","","","","","1975","02","1975-02-09","Preserved specimen","PreservedSpecimen","","","noIssue","true","dr344","Queensland Museum provider for OZCAM",""
"7a7b233d-87d6-424b-8549-0944219860a8","JM4563","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","Dugong","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","QM","Mammals","Kissing Pt, Townsville","-19.233333","146.8","","-19.233333","146.8","","Australia","","Northeast Shelf Province","Queensland","","","","","","","1976","02","1976-02-06","Preserved specimen","PreservedSpecimen","","","noIssue","true","dr344","Queensland Museum provider for OZCAM",""
"85fcc255-2cf1-41a6-a2ab-5e51b2723f31","M23622","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon (Müller, 1776)","","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","SAMA","Mammalogy","Port Moresby","-9.5000","147.1667","","-9.5","147.1667","","","","","","","","","","","Menzies J. L.","1972","02","1972-02-01","PreservedSpecimen","PreservedSpecimen","","","noIssue","true","dr346","South Australian Museum Australia provider for OZCAM",""
"6559d641-bed0-404f-a7e2-b7e82347b4a6","NSSD-5994","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","AADC","NSSD","Ashmore Reef","-12.2333335876465","122.966667175293","","-12.2333335876465","122.966667175293","500.0","","Indian Tropical Islands","Timor Province","","","","","0.0","0.0","","1999","02","1999-02-02","O","HumanObservation","","","noIssue","false","dr744","Ocean Biogeographic Information System",""
"e68f9db9-0453-4482-96f2-d91a2330aa4e","NSSD-5995","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","AADC","NSSD","Ashmore Reef","-12.2166662216187","122.849998474121","","-12.2166662216187","122.849998474121","500.0","","","Timor Province","","","","","0.0","0.0","","1999","02","1999-02-02","O","HumanObservation","","","noIssue","true","dr744","Ocean Biogeographic Information System",""
"e33e22d8-42a6-4a34-834e-9244eaae4a46","NSSD-6174","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","AADC","NSSD","","-10.0333337783813","143.050003051758","","-10.0333337783813","143.050003051758","500.0","Australia","","Northeast Shelf Transition","Queensland","","","","0.0","0.0","","1997","02","1997-02-12","O","HumanObservation","","","noIssue","true","dr744","Ocean Biogeographic Information System",""
"40187e17-6420-4058-9d89-d8baf82413d7","NSSD-6175","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","AADC","NSSD","","-16.0","124.3","","-16.0","124.3","500.0","Australia","","Northwest Shelf Transition","Western Australia","","","","0.0","0.0","","1997","02","","O","HumanObservation","","","noIssue","true","dr744","Ocean Biogeographic Information System",""
"37c29a5e-123c-41f0-a1d0-6082b3941df5","NSSD-5994","urn:lsid:biodiversity.org.au:afd.taxon:dfa14228-4f24-48be-b5e6-f91db5ddbbe1","Dugong dugon","","Dugong dugon","species","Dugong","Animalia","Chordata","Mammalia","Sirenia","Dugongidae","Dugong","Dugong dugon","","AADC","NSSD","Ashmore Reef","-12.2333333333","122.966666667","","-12.2333333333","122.966666667","500.0","","Indian Tropical Islands","Timor Province","","","","","0.0","0.0","","1999","02","1999-02-02","HumanObservation","HumanObservation","","","noIssue","false","dr93","National Whale and Dolphin Sightings and Strandings Database",""
