gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1066627104	a79c2b50-6c8a-11de-8226-b8a03c50a862	b44ebbcc-b096-4c9d-ac50-03252c6bee41	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Nelly Bay, Magnetic Is	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.166667	146.85							1981-10-22T01:00Z	22	10	1981	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4650			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627103	a79c2b50-6c8a-11de-8226-b8a03c50a862	5de12a89-78dc-49d8-b7fb-d9c514186632	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-08-07T01:00Z	7	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4644			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627102	a79c2b50-6c8a-11de-8226-b8a03c50a862	a0e4b68c-1c6b-4e73-899a-a6c0ed96ab5e	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Nelly Bay, Magnetic Is	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.166667	146.85							1981-06-26T02:00Z	26	6	1981	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4622			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627101	a79c2b50-6c8a-11de-8226-b8a03c50a862	055e0a19-67ba-4218-9292-9a79770bd574	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Horn Is, Torres St	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-10.616667	142.616667							1977-09-27T01:00Z	27	9	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4608			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627100	a79c2b50-6c8a-11de-8226-b8a03c50a862	028d0f3a-f93f-496e-b269-b9b62ef07749	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Badu, Torres Str	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-10.116667	142.116667							1979-08-05T01:00Z	5	8	1979	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4619			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627099	a79c2b50-6c8a-11de-8226-b8a03c50a862	d86d5064-d267-4be3-8423-e920534e9bb9	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Cape Cleveland	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.183333	147.016667							1981-10-19T01:00Z	19	10	1981	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4627			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627098	a79c2b50-6c8a-11de-8226-b8a03c50a862	3cf909dd-2d88-431d-8c6c-e0ed1e1d90bc	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1976-07-06T01:00Z	6	7	1976	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4582			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627097	a79c2b50-6c8a-11de-8226-b8a03c50a862	9bebd2ac-b418-46f4-9ea2-b9275603cca3	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1977-07-21T01:00Z	21	7	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4596			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627096	a79c2b50-6c8a-11de-8226-b8a03c50a862	02f792f2-ae42-466a-b514-7b294891ee9b	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-08-01T01:00Z	1	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4633			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627095	a79c2b50-6c8a-11de-8226-b8a03c50a862	0cd5ac5f-0f10-4b2d-a93b-4e1dfc54c8eb	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Warrior Reef, Torres St	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-9.5	143.1											9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4591			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627094	a79c2b50-6c8a-11de-8226-b8a03c50a862	a2793683-a8ba-452e-aa4f-ff503aa200d5	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-08-01T01:00Z	1	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4635			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627093	a79c2b50-6c8a-11de-8226-b8a03c50a862	4c04feae-1129-47fb-a324-bf15868828c7	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1977-08-01T01:00Z	1	8	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4598			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627092	a79c2b50-6c8a-11de-8226-b8a03c50a862	92ca23cc-6646-4039-b95d-41c87b44abca	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-08-02T01:00Z	2	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4640			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627091	a79c2b50-6c8a-11de-8226-b8a03c50a862	8101520b-3107-46e8-915d-c77929adfab5	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Saunders Beach, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.15	146.6							1983-10-17T01:00Z	17	10	1983	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4655			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627090	a79c2b50-6c8a-11de-8226-b8a03c50a862	253f6e09-a5b9-4a14-b051-0d214e103709	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Pallarenda, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.2	146.766667							1979-09-18T01:00Z	18	9	1979	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4624			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627089	a79c2b50-6c8a-11de-8226-b8a03c50a862	e2b8ca20-61ea-4482-8bda-918abd0e29eb	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-07-31T01:00Z	31	7	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4639			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627088	a79c2b50-6c8a-11de-8226-b8a03c50a862	c32a8de9-fc0e-4e48-9060-9f04b6de5915	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Cardwell	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-18.266667	146.016667							1979-11-02T01:00Z	2	11	1979	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4620			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627087	a79c2b50-6c8a-11de-8226-b8a03c50a862	c6023846-1b5f-431f-bd3d-f787d6a88d05	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-08-03T01:00Z	3	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4642			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627086	a79c2b50-6c8a-11de-8226-b8a03c50a862	2d0bdb48-cfe0-4aa7-b3cf-dfaa0b5d2cc7	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Tolakea Beach, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.15	146.583333							1984-09-17T02:00Z	17	9	1984	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4656			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627085	a79c2b50-6c8a-11de-8226-b8a03c50a862	c4ed6754-d54d-4f61-853b-47dc94ad0e99	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Breakwater, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.25	146.816667							1979-10-18T01:00Z	18	10	1979	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4626			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627084	a79c2b50-6c8a-11de-8226-b8a03c50a862	e2bf14da-9b69-43dd-bf25-fc161f31bb25	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Murdoch Pt, Starcke R area	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-14.616667	144.916667							1984-01-17T01:00Z	17	1	1984	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4662			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627083	a79c2b50-6c8a-11de-8226-b8a03c50a862	a9662dd3-cd52-4135-ab47-6b4ac69094b7	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Nelly Bay, Magnetic Is	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.166667	146.85							1978-08-27T01:00Z	27	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4615			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627082	a79c2b50-6c8a-11de-8226-b8a03c50a862	6d60ad12-a2c5-435c-b37c-0f7a34da2562	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Murdoch Pt, Starcke R area	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-14.616667	144.916667							1984-01-22T01:00Z	22	1	1984	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4659			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627081	a79c2b50-6c8a-11de-8226-b8a03c50a862	bb3a5fe3-0bfb-490e-97e0-39d601e86227	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Kissing Pt, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.233333	146.8							1977-08-27T01:00Z	27	8	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4606			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627079	a79c2b50-6c8a-11de-8226-b8a03c50a862	5fcd4438-68e3-48cb-ac6e-8e0ec3e96228	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1976-04-07T01:00Z	7	4	1976	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4561			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627078	a79c2b50-6c8a-11de-8226-b8a03c50a862	bae39377-0d58-425d-b36c-572a4b9509c9	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Radical Bay, Magnetic Is	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.116667	146.866667							1981-09-26T02:00Z	26	9	1981	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4629			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627077	a79c2b50-6c8a-11de-8226-b8a03c50a862	753de378-c3ea-459d-8a7e-618340019662	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Balgal Beach, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.266667	146.816667							1978-08-26T01:00Z	26	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4614			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627076	a79c2b50-6c8a-11de-8226-b8a03c50a862	5ff2c33c-ea96-4fa6-ba57-36416effa194	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Thursday Is	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-10.583333	142.216667							1976-11-03T01:00Z	3	11	1976	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4584			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627075	a79c2b50-6c8a-11de-8226-b8a03c50a862	90f780ad-0aa6-4ce7-b8a7-72317aef7b08	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1977-07-05T01:00Z	5	7	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4592			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627074	a79c2b50-6c8a-11de-8226-b8a03c50a862	67789594-503b-4a00-8ac0-c66ac85af1ef	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Missionary Bay, Hinchinbrook Is	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-18.25	146.2							1975-02-09T01:00Z	9	2	1975	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4558			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627073	a79c2b50-6c8a-11de-8226-b8a03c50a862	fa35da72-44da-40da-ab46-a8543e10706f	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1977-08-02T01:00Z	2	8	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4600			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627072	a79c2b50-6c8a-11de-8226-b8a03c50a862	f24d7c38-c760-4a84-8877-5df31509d5b4	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1976-04-07T01:00Z	7	4	1976	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4562			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627071	a79c2b50-6c8a-11de-8226-b8a03c50a862	7c87e4fd-714c-42ec-af74-429c6e79716f	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Kissing Pt, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.233333	146.8							1977-08-27T01:00Z	27	8	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4605			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627070	a79c2b50-6c8a-11de-8226-b8a03c50a862	b9de55f6-16a1-4311-8c21-67da5965213a	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1976-07-02T01:00Z	2	7	1976	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4566			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627068	a79c2b50-6c8a-11de-8226-b8a03c50a862	34dff6b5-2eac-4a03-83a8-30c12698854d	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Pallarenda, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.2	146.766667							1980-06-25T02:00Z	25	6	1980	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4621			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627067	a79c2b50-6c8a-11de-8226-b8a03c50a862	df4f6227-1314-4909-b7ee-6b984013ce10	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Shelly Beach, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.183333	146.75							1978-05-08T01:00Z	8	5	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4612			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627066	a79c2b50-6c8a-11de-8226-b8a03c50a862	e61a8bcf-a824-46b4-a516-926e17a9e450	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1977-07-07T01:00Z	7	7	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4593			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627065	a79c2b50-6c8a-11de-8226-b8a03c50a862	77c132e6-0494-4441-aa8b-4ba41e411aec	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1976-07-13T01:00Z	13	7	1976	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4573			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627063	a79c2b50-6c8a-11de-8226-b8a03c50a862	fb1565d1-d6ba-4c65-9b98-331ef9892275	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-08-01T01:00Z	1	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4632			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627062	a79c2b50-6c8a-11de-8226-b8a03c50a862	c1b11327-fc75-4174-85ea-64a01d128457	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Trinity Beach, Cairns	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-16.8	145.7							1978-08-09T01:00Z	9	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4613			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627061	a79c2b50-6c8a-11de-8226-b8a03c50a862	710be763-8558-4fa1-956f-9f8dee84ec01	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1977-08-01T01:00Z	1	8	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4599			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627060	a79c2b50-6c8a-11de-8226-b8a03c50a862	7d6ffcbb-0a49-4710-a404-e69aa35d21c6	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-08-01T01:00Z	1	8	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4631			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627059	a79c2b50-6c8a-11de-8226-b8a03c50a862	d0ea1350-d545-4880-b69c-ba8345c872d5	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Pallarenda, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.2	146.766667							1972-10-26T01:00Z	26	10	1972	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4542			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627058	a79c2b50-6c8a-11de-8226-b8a03c50a862	f1e5b50a-9058-4f08-811e-0906bc820b4e	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Pallarenda, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.2	146.766667							1977-08-18T01:00Z	18	8	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4604			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627056	a79c2b50-6c8a-11de-8226-b8a03c50a862	92347dd6-66f2-4618-b016-c09d1e3ba522	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1978-07-30T01:00Z	30	7	1978	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4638			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627054	a79c2b50-6c8a-11de-8226-b8a03c50a862	22094c6d-8188-4988-bb85-a657e4c0143e	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Wellesley Gp, Gulf of Carpentaria	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-17.116667	139.6							1977-04-21T01:00Z	21	4	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4590			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
1066627053	a79c2b50-6c8a-11de-8226-b8a03c50a862	68ad3d48-463b-4d0b-8f63-b2a3a0d258a8	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU	Shelly Beach, Townsville	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	-19.183333	146.75							1977-08-31T01:00Z	31	8	1977	9369555	9369555	PRESERVED_SPECIMEN	QM	Mammals	JM4607			CC_BY_4_0					2018-02-04T05:28Z		GEODETIC_DATUM_ASSUMED_WGS84
