gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1838376765	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/11071486	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	MZ		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-26.18461	32.948432	29891.0						2015-07-03T02:00Z	3	7	2015	9369555	9369555	HUMAN_OBSERVATION	iNaturalist	Observations	11071486			CC_BY_NC_4_0	Wynand Uys	Wynand Uys			2018-04-23T17:40Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1838376696	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/11071296	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	MZ		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-26.03954	32.938017	29891.0						2015-07-01T02:00Z	1	7	2015	9369555	9369555	HUMAN_OBSERVATION	iNaturalist	Observations	11071296			CC_BY_NC_4_0	Wynand Uys	Wynand Uys			2018-04-23T17:40Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1836684471	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/5930180	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	AU		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-23.178015	113.620187	30217.0						2017-04-23T21:11Z	23	4	2017	9369555	9369555	HUMAN_OBSERVATION	iNaturalist	Observations	5930180			CC_BY_NC_4_0	rog_	rog_			2018-03-26T16:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1830828125	667455a8-428b-408c-8398-1f21522ff890	1fa31212-f8bf-11e6-afd7-70e2840fc270	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862									1987-01-04T01:00Z	4	1	1987	9369555	9369555	PRESERVED_SPECIMEN	RUMF	ZZ	RUMF-ZZ-00121			CC_BY_NC_4_0					2018-03-07T09:20Z		
1830827592	667455a8-428b-408c-8398-1f21522ff890	1f98417a-f8bf-11e6-8c08-70e2840fc270	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862									1965-10-25T01:00Z	25	10	1965	9369555	9369555	PRESERVED_SPECIMEN	RUMF	ZZ	RUMF-ZZ-00047			CC_BY_NC_4_0					2018-03-07T09:20Z		
1830827579	667455a8-428b-408c-8398-1f21522ff890	1f9814ac-f8bf-11e6-b591-70e2840fc270	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862									1965-10-25T01:00Z	25	10	1965	9369555	9369555	PRESERVED_SPECIMEN	RUMF	ZZ	RUMF-ZZ-00046			CC_BY_NC_4_0					2018-03-07T09:20Z		
1829949291	95f132fe-f762-11e1-a439-00145eb45e9a	296292ec-97dd-4d45-9bab-131361660107	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	PW		4fd82480-ea1c-11da-8db4-b8a03c50a862													9369555	9369555	PRESERVED_SPECIMEN	KPM	NF1	KPM-NF1005583			CC_BY_4_0					2018-03-07T06:21Z		
1829112208	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13265	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	YT		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-13.07108	45.13836	5000.0						2004-08-28T02:00Z	28	8	2004	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829112207	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4357	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.47753	165.04827	5000.0						2012-06-29T02:00Z	29	6	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829112106	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_908	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.57397	164.95202	5000.0						2008-01-21T01:00Z	21	1	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829112085	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_16190	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.38713	165.14471	5000.0						2014-02-13T01:00Z	13	2	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829112059	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_16750	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.3021	164.47321	5000.0						2012-02-01T01:00Z	1	2	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829111959	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_14657	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.30053	164.09011	5000.0						2014-11-11T01:00Z	11	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829111941	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_3130	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.84424	164.47134	5000.0						2014-11-21T01:00Z	21	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829111939	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13209	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.83689	165.82252	5000.0						2014-11-27T01:00Z	27	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829111937	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_5236	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.55162	166.7991	5000.0						2008-01-07T01:00Z	7	1	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829111912	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11507	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.20965	163.99493	5000.0						2014-11-11T01:00Z	11	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829111909	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4638	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.30236	164.56899	5000.0						2012-11-23T01:00Z	23	11	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829111885	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_2204	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.66284	164.27997	5000.0						2014-10-27T01:00Z	27	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829111883	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12901	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.65233	166.40126	5000.0						2011-06-17T02:00Z	17	6	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829110216	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12147	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.37103	166.79677	5000.0						2014-10-28T01:00Z	28	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829110087	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_16161	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.57392	164.85608	5000.0						2012-06-18T02:00Z	18	6	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829110059	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_10147	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.29678	164.85538	5000.0						2009-03-06T01:00Z	6	3	2009	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829110006	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_3981	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.37307	166.60259	5000.0						2011-10-31T01:00Z	31	10	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109991	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_209	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.21143	164.37779	5000.0						2011-07-06T02:00Z	6	7	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109948	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_2848	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.21174	164.47351	5000.0						2003-06-30T02:00Z	30	6	2003	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109941	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11250	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.02838	163.90048	5000.0						2011-07-06T02:00Z	6	7	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109932	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_15793	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.7474	165.6286	5000.0						2014-11-27T01:00Z	27	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109924	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13478	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.56705	165.53124	5000.0						2011-04-13T02:00Z	13	4	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109910	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_3173	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.6579	165.33827	5000.0						2014-12-09T01:00Z	9	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109878	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_6058	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.72308	167.48267	5000.0						2007-06-08T02:00Z	8	6	2007	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109856	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4452	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.93427	164.37485	5000.0						2008-01-22T01:00Z	22	1	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109782	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4722	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.83581	166.01603	5000.0						2014-12-15T01:00Z	15	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109773	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_15632	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.28369	166.50452	5000.0						2014-11-18T01:00Z	18	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109761	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12574	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.28613	166.21338	5000.0						2009-03-06T01:00Z	6	3	2009	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109752	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12685	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.38413	166.01288	5000.0						2011-06-17T02:00Z	17	6	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109748	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_8633	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.11579	164.66297	5000.0						2012-11-11T01:00Z	11	11	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109733	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_1073	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.19581	166.2126	5000.0						2014-11-16T01:00Z	16	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829109669	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_3553	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.48329	164.66437	5000.0						2011-06-14T02:00Z	14	6	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107949	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_16613	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.02522	164.56694	5000.0						2014-12-09T01:00Z	9	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107944	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_3070	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.47447	166.01351	5000.0						2008-07-22T02:00Z	22	7	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107900	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4915	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-19.75672	163.80692	5000.0						2003-06-30T02:00Z	30	6	2003	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107896	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_10091	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.66321	164.37597	5000.0						2014-11-21T01:00Z	21	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107884	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_7761	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.0256	164.75941	5000.0						2008-06-26T02:00Z	26	6	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107881	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_1367	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.83774	165.629	5000.0						2011-08-24T02:00Z	24	8	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107868	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_1401	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.48123	164.08905	5000.0						2014-12-15T01:00Z	15	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107867	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_2233	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.75357	164.3756	5000.0						2014-11-21T01:00Z	21	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107865	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_11488	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.73221	166.80146	5000.0						2003-05-03T02:00Z	3	5	2003	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107856	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_3237	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.20642	164.85547	5000.0						2014-01-13T01:00Z	13	1	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107838	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_8276	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.48171	164.18493	5000.0						2014-12-15T01:00Z	15	12	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107830	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_8684	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.21017	164.09064	5000.0						2008-02-14T01:00Z	14	2	2008	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107827	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_13320	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.92768	165.72622	5000.0						2012-11-15T01:00Z	15	11	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107798	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_14726	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.46519	166.4093	5000.0						2014-10-18T02:00Z	18	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107769	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_4197	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-21.65312	166.30464	5000.0						2012-11-02T01:00Z	2	11	2012	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107734	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_12975	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.37208	166.69969	5000.0						2011-01-28T01:00Z	28	1	2011	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107733	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_15028	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-22.01648	166.01732	5000.0						2014-11-27T01:00Z	27	11	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
1829107730	01d9098d-7dec-4235-b783-c537478cd4c2	T150_1_3128	Animalia	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon		SPECIES	Dugong dugon (Müller, 1776)	NC		1928bdf0-f5d2-11dc-8c12-b8a03c50a862	-20.93487	164.5672	5000.0						2014-10-27T01:00Z	27	10	2014	9369555	9369555	UNKNOWN						CC_BY_NC_4_0					2018-03-06T15:04Z		GEODETIC_DATUM_ASSUMED_WGS84
